timestep,cpu,memory,net_in,net_out,latency,restarts,anomaly_label,scenario_id,scenario_name
39,49.66787675610917,26.880126038763052,50.85439031841272,15.660447727424,74.05971083605256,1.0,0,0,normal
40,36.186710903302796,46.959099485371766,8.38682603382687,29.95804938050044,99.33455630538826,0.0,0,0,normal
41,56.53712049683272,64.54278888109559,45.40688417017925,10.186943807010831,138.1384780206744,0.0,0,0,normal
42,49.73597449392354,47.924062001651144,30.64843823579321,37.82814997915224,122.18850769981835,0.0,0,0,normal
43,27.770413307635728,50.07288844323495,25.429071510551232,41.87727052616121,106.66691494928786,0.0,0,0,normal
44,59.279611220553015,73.49299091509819,65.02844540897327,21.525191056528016,146.23090574356166,1.0,0,0,normal
45,50.41259532484441,51.142260789636914,33.42796685497925,49.54936793988809,91.41138365925208,1.0,0,0,normal
46,29.108753788466245,40.349056504254015,45.11128401128043,43.71401975934165,201.3114234373956,0.0,0,0,normal
47,27.587949318864553,32.12673301474047,70.96301367326316,14.303441950193365,94.03382707781965,0.0,0,0,normal
48,43.455639516285736,75.22733102955334,48.74433508907577,22.2493193101189,122.3900792078218,0.0,0,0,normal
49,26.043792619002524,39.42118792226026,50.97981039616504,33.01881172950891,155.07433231928488,0.0,0,0,normal
50,27.150926076819385,48.11317075998903,8.721796230110552,14.832008544125067,130.87528188145137,2.0,0,0,normal
51,19.20216291947785,30.25291209453164,20.72901097305138,20.7233156781487,88.41693308383621,1.0,0,0,normal
52,54.21578296201545,54.199278836698404,19.36413969039905,14.109477001813689,162.2660269559102,0.0,0,0,normal
53,48.2185357084521,69.92756348785866,62.73328558399101,45.916205430114196,197.95840767817313,0.0,0,0,normal
54,49.740806627630555,49.36415754509662,60.303424074689865,23.021255749323142,187.5567701834961,1.0,0,0,normal
55,53.14347507019349,72.8674741627136,29.26125825187367,39.23132905547274,184.13004371601042,0.0,0,0,normal
56,41.10116969354256,42.69650204484934,9.19615394295637,19.35895041164073,71.02780575619248,0.0,0,0,normal
57,34.60283447100598,56.36519200228425,30.23131933432419,3.124202156715361,119.81548037720047,0.0,0,0,normal
58,24.42412691604845,60.02773317415327,47.944242459444986,41.88810285372198,124.51767682922213,0.0,0,0,normal
59,16.155362683481044,47.42901385720699,54.709806833229855,6.7530639257872345,36.723700877626975,0.0,0,0,normal
60,47.180358178810046,40.0919307909791,61.742747944718445,8.36237255386422,163.9029269146122,0.0,0,0,normal
61,39.13031635682792,58.60296650748946,80.42908178450861,26.500516144670254,86.99927249133576,1.0,0,0,normal
62,47.10157335840628,49.08656036924344,26.688380594644705,44.042367674198296,108.54631339468587,0.0,0,0,normal
63,55.6654918675255,50.732741974999286,59.94762326847518,23.729028373918784,74.73328465999856,0.0,0,0,normal
64,46.5198329930331,71.59997627156551,50.675509531727215,13.834159362576777,80.14797561394408,0.0,0,0,normal
65,40.46673171673224,44.8636475932234,21.464370577780358,22.694898687089175,95.29245573847969,0.0,0,0,normal
66,44.63893087999949,41.3262943933246,85.25230459416179,23.193735678266837,166.5428702015228,0.0,0,0,normal
67,30.381333373207237,30.314325054822135,8.386188073704028,12.982305528983979,147.83813153452002,0.0,0,0,normal
68,21.56714277694418,46.36950090557411,62.6970555121019,33.21074677623379,53.83118070655917,0.0,0,0,normal
69,41.75824083713756,41.31407928234461,63.63591957676862,13.419586749186715,101.42142656235134,0.0,0,0,normal
70,26.702301528823476,55.85125834038521,76.07667763227177,17.466404308100508,186.85964085638466,1.0,0,0,normal
71,39.91886030595545,35.714973559237706,43.6881801716251,34.04319323615301,45.57626424060721,0.0,0,0,normal
72,57.205728405495854,60.52407790695889,37.83707958219023,36.63885667163292,97.02787465045452,0.0,0,0,normal
73,25.90341216609034,42.03993509908681,58.94464204654286,19.705509652101235,119.28097120274211,0.0,0,0,normal
74,26.597686180432245,38.44452857583353,63.93174699622395,17.302323048498135,145.58918857797084,1.0,0,0,normal
75,34.42462106236588,40.653250683448576,42.013844950048174,15.721490876616295,203.26721579077048,0.0,0,0,normal
76,32.531453860157974,63.55377759802601,60.066228641964585,39.01930747351544,126.13386730538956,0.0,0,0,normal
77,43.8123667569652,50.25115537477016,31.70877887012953,20.850747293523167,223.57939321214474,1.0,0,0,normal
78,39.234462019348854,42.55536816099557,58.12031438456085,12.751228833170158,146.2546659012472,1.0,0,0,normal
79,49.600278056644456,63.98867978987306,68.89830726413008,27.24391006176525,80.84887707047879,0.0,0,0,normal
80,49.14291946626334,53.317735044053116,37.34300186271054,19.74993294287122,83.85425455520478,0.0,0,0,normal
81,32.837973787997235,41.16543293196041,44.55194276281962,13.658054282617085,114.7886209816529,0.0,0,0,normal
82,54.72086438112086,62.33886094117092,71.62674653667422,15.501954004922574,134.93558976819097,0.0,0,0,normal
83,22.126894680794585,41.598164425334254,64.74211637857519,29.255754916265758,137.70452854456667,0.0,0,0,normal
84,20.512208587599027,32.79804236608298,70.715816078389,42.55320782897613,54.25820682357609,0.0,0,0,normal
85,24.465505449321704,49.90950521749177,33.21233478729856,39.03077092846354,87.91227369522367,0.0,0,0,normal
86,59.10489460409368,37.10309972554524,82.75626574635413,41.0653103303694,123.7900287626753,0.0,0,0,normal
87,33.400826587974024,36.28513555655091,22.52246945409546,25.821427906167692,121.83382282322012,0.0,0,0,normal
88,32.778929427304604,61.3958209363104,37.21004263552512,42.09452846857898,118.00655757256942,0.0,0,0,normal
89,41.08616066008366,38.949823393185156,34.084980789301305,37.28474798301605,211.93888901291106,0.0,0,0,normal
90,28.18717178059059,64.18822461560927,68.88836007524394,47.43888807176293,71.16786979039288,0.0,0,0,normal
91,48.781206656662256,68.34862674452292,69.16652550328364,30.43005664862214,93.46020304656926,0.0,0,0,normal
92,40.08515829574216,54.433633208619874,63.45200331416613,23.832335144300504,191.04508323461278,0.0,0,0,normal
93,35.091108626411234,56.37481422259867,59.02772599777633,20.33016660219919,155.93594025625063,0.0,0,0,normal
94,38.34668429174489,58.797468618977334,32.7643263349619,32.360171398344285,136.20581229567625,0.0,0,0,normal
95,43.86041914785665,73.966435849459,37.72859066784428,3.5095445451121843,109.03578331375321,0.0,0,0,normal
96,39.481442710852605,43.78444496826453,56.1776120201093,32.22614679859415,88.79409025584059,1.0,0,0,normal
97,21.41352829179195,34.32985008166287,14.020217855681187,5.188461266690183,189.22456332961508,0.0,0,0,normal
98,24.969228699215464,49.7799481302767,43.187762397897814,3.879530361576334,130.73319321328603,0.0,0,0,normal
99,54.6830563728197,52.427543285096114,64.80931329631116,42.524434728522,138.1236778635948,0.0,0,0,normal
100,58.66332250969436,36.49595754030324,57.0865356865137,32.16875057658748,145.11248200033535,0.0,0,0,normal
101,54.27378918013612,56.48528660895501,59.06116953207047,32.40220200778429,98.44816307864399,0.0,0,0,normal
102,30.835373739097367,32.64352062132005,43.14442232834001,16.41026411491218,87.9309954482513,0.0,0,0,normal
103,58.494512299093316,70.2886856393828,42.88261966226914,34.15034799544,152.06302572332194,0.0,0,0,normal
104,47.21156830636008,45.37364952964557,19.42505735909464,42.98904574734592,128.466356891266,0.0,0,0,normal
105,48.28343695215059,35.09498450872476,34.931082433233975,30.02997080407932,41.19253414811962,0.0,0,0,normal
106,32.13328304686544,32.0572604665504,37.479022040781196,30.530453322468112,88.65301508087065,1.0,0,0,normal
107,27.77315052693105,37.43435459145685,25.84181344385291,27.591031400750733,207.36141852767773,0.0,0,0,normal
108,25.302782670576516,41.26893231486233,5.0,19.986953331564532,99.12742230720015,1.0,0,0,normal
109,61.92514865271925,30.503873908190904,58.148956154482605,37.11646059980822,125.56708112272734,1.0,0,0,normal
110,50.01789503826245,38.309212306866335,39.98542741263807,52.478972193055974,117.9458763876809,0.0,0,0,normal
111,26.30319425152561,36.9475940772203,44.6009299971442,28.99878201489435,153.96624964684358,0.0,0,0,normal
112,38.53946559260786,44.28129829652363,16.741243214095345,21.96885294628131,155.98054055909014,0.0,0,0,normal
113,44.70879267928243,43.95616627495515,55.18432609504248,20.653218194122278,182.3031083238099,0.0,0,0,normal
114,27.035920730583765,43.18294116565015,46.15547045893714,25.023856477927534,27.836559427605195,0.0,0,0,normal
115,56.56994917059963,47.22730789218316,51.26617449422835,52.035713145998564,199.61938465946747,0.0,0,0,normal
116,51.168447128128236,34.76696523339777,50.924666134521914,31.542120364032527,196.21435380553152,0.0,0,0,normal
117,49.80510114048634,39.008625113212894,17.11110631139801,18.185867026446285,151.57972685757602,1.0,0,0,normal
118,36.24038893969748,39.18609656431762,65.30124903824814,19.430859238350752,131.5565216803679,0.0,0,0,normal
119,40.094914988902325,59.990779774852854,19.849403177382882,24.149572858601,47.8968425491405,0.0,0,0,normal
120,37.789417946421096,70.24478927000948,37.537755739519945,4.207912826613093,100.6987217198557,1.0,0,0,normal
121,49.2118435953177,68.51552293762379,15.212690272219081,32.18490099134385,68.12390867911651,2.0,0,0,normal
122,22.880972485252713,52.084536093023935,40.529922746905115,35.701610012690736,55.36107957699305,0.0,0,0,normal
123,34.86294048819972,58.11808820869444,30.26429444757527,29.021675905560276,153.39433996374214,0.0,0,0,normal
124,22.318589461368315,40.66730136650099,65.87465961507665,13.213382858223522,72.88938351263974,1.0,0,0,normal
125,43.56436178144327,64.15971572003946,40.626629567544214,37.683929645467224,161.7238176555699,0.0,0,0,normal
126,34.54590426541701,61.843519310148324,44.49346357376651,32.187061793508946,92.01215493240663,2.0,0,0,normal
127,23.791747808078007,59.69260107558593,15.293995708656357,15.022269333614608,110.53232750476475,0.0,0,0,normal
128,29.681290531497865,68.77227943415967,20.23275513944268,32.06518428888572,79.48136237633798,0.0,0,0,normal
129,50.46752489903501,51.821840611423546,44.35861826933794,31.564514702398547,81.06938777665047,0.0,0,0,normal
130,29.451945362766857,58.75349351295561,41.908273253597464,44.04796900668533,161.50803177656644,0.0,0,0,normal
131,61.55445878044825,62.88414754815923,42.80530272749928,9.131938494810608,206.05435877638797,0.0,0,0,normal
132,48.87028557527104,37.82232211388689,84.11804782852815,20.339077903051617,119.90291404822179,0.0,0,0,normal
133,39.06018944701153,64.058270381193,62.65894581896562,29.486446228485523,178.38526923655473,1.0,0,0,normal
134,46.763016367707166,37.587748838437975,81.25622462087854,4.428077617588528,154.69627804633865,0.0,0,0,normal
135,23.980543029487432,69.04651764850901,37.900130809853614,24.75478486554709,115.51009556930778,1.0,0,0,normal
136,61.10101082304382,58.157219801540656,61.52945472129294,41.64591816440997,113.56259824145928,0.0,0,0,normal
137,35.58778677952784,35.10421730634838,49.761163420250746,17.236033627271045,97.79791824920775,0.0,0,0,normal
138,54.802301717449794,55.37194862990695,53.4061329816406,23.986163446478216,192.1039405339933,0.0,0,0,normal
139,18.58094411239133,30.6497114638038,78.06815174493669,53.303970293092306,115.521894192427,1.0,0,0,normal
140,36.98793541302619,63.725456054792026,54.14027091405367,28.633818507248805,72.31463043933967,0.0,0,0,normal
141,45.547540045413186,59.188716789559166,74.05939189055519,34.095838151289136,148.97036494435815,1.0,0,0,normal
142,61.58393884977611,52.09031448561241,61.71896140626046,36.0192770781452,130.37541260340706,1.0,0,0,normal
143,49.53371525378647,65.45165565310943,13.341462665525349,14.873113883343756,156.55002669901438,1.0,0,0,normal
144,38.57287850752898,37.543560580839,64.49043518196457,11.29324423680325,92.60194966585051,0.0,0,0,normal
145,26.795031158568676,45.47643458610207,38.76877996138619,38.232381948897704,191.0480414851107,2.0,0,0,normal
146,33.03101110542072,45.30191570262195,73.73645884148092,22.817706337250996,108.63834203817179,0.0,0,0,normal
147,41.970021287823805,35.245449013882876,65.44172846701154,25.50202669360975,68.32278278915415,0.0,0,0,normal
148,38.61241327756191,46.31621662243542,20.178049808461058,7.466503209103439,147.65416817271637,1.0,0,0,normal
149,26.144205110240026,46.83216628522304,7.404471414445093,42.19470184298036,68.28196426901003,0.0,0,0,normal
150,98.18136352783895,43.05808740781093,20.96822901547914,5.366338618721771,371.0204734002066,0.0,1,1,burst_hotspot
151,91.76406980225906,51.74454171206746,41.220199146450234,34.652098242954544,336.36977677124486,0.0,1,1,burst_hotspot
152,63.70519396363166,63.967011019051235,23.733802913177037,25.175721667309436,284.65179907599907,0.0,1,1,burst_hotspot
153,82.45824732485441,47.61837818548936,58.55349401313166,29.42590666215125,273.53331562852634,0.0,1,1,burst_hotspot
154,78.71845192803313,68.29368733520833,49.14203918712623,21.308103039808294,399.9750021478752,0.0,1,1,burst_hotspot
155,85.59817926951995,44.7657890042893,80.76966746913051,7.596244764436999,319.52782247641716,1.0,1,1,burst_hotspot
156,79.26147652890585,42.325593389131924,28.70167595423013,30.291425833465635,362.0005472855986,0.0,1,1,burst_hotspot
157,78.59246638810669,53.22902558907706,54.5579541993206,41.68869130692627,255.24466953105696,0.0,1,1,burst_hotspot
158,94.84121968974968,50.65766470736027,19.247848527125466,5.97821001403705,410.0322443344828,0.0,1,1,burst_hotspot
159,94.00098219889102,40.877745747032456,75.21021316728057,33.504214809634135,283.3895679359815,1.0,1,1,burst_hotspot
160,66.31066582956547,51.04114783473307,23.47009889675693,24.108332874320368,371.11471410159265,0.0,1,1,burst_hotspot
161,119.15950995884475,39.15212842108544,23.05746735232909,16.088443237224382,347.1838719065688,0.0,1,1,burst_hotspot
162,74.08615082328174,45.282593001951106,21.05035221950452,33.523021983411276,279.4475913384462,0.0,1,1,burst_hotspot
163,62.70737217647883,49.5660941969485,61.34691307249359,15.286622129638742,427.94821931169304,0.0,1,1,burst_hotspot
164,112.55334035609948,44.917407701673795,14.395559795665665,29.85424855237483,440.4862697770001,0.0,1,1,burst_hotspot
165,70.59708312680445,64.48685427148685,54.43318689661617,14.918956346295447,384.1391812952622,0.0,1,1,burst_hotspot
166,113.87015115541061,44.74531771089973,61.737778329756814,29.755691250168432,403.56650269794636,0.0,1,1,burst_hotspot
167,85.24391212621029,74.47381042572653,67.67233049262803,26.90048202952927,276.2897231005063,1.0,1,1,burst_hotspot
168,81.72795064899805,64.5674690963684,31.9726522614983,28.280393315087466,204.7694561717092,1.0,1,1,burst_hotspot
169,93.4254763375468,70.41059332300797,9.30364986302279,33.22226325447518,343.60359617421364,0.0,1,1,burst_hotspot
170,79.69383219201805,66.62190385115959,37.86275411437164,50.311305887787306,343.01663498074913,1.0,1,1,burst_hotspot
171,86.54986140704864,34.53890448344514,16.4115376572411,20.67910149496777,222.01176649893546,1.0,1,1,burst_hotspot
172,73.6524702357213,51.45871074462591,71.99119457553029,53.136861388010715,291.180193363612,0.0,1,1,burst_hotspot
173,118.91837901516843,35.191748683812996,37.66151297061043,13.721981247118311,291.9565553877691,0.0,1,1,burst_hotspot
174,58.639078012253535,59.85286627296716,45.20358979262871,27.695901819348588,367.9246192497458,0.0,1,1,burst_hotspot
175,62.280055780397035,55.24213300224045,10.777695006933538,9.361195900971346,315.86823750636927,0.0,1,1,burst_hotspot
176,87.67563859806776,41.97451249403046,50.601500124332176,29.058011797377528,293.5357673747593,0.0,1,1,burst_hotspot
177,93.77236441881429,70.13191633381389,26.927181180712026,33.22257927490872,352.47159246335855,0.0,1,1,burst_hotspot
178,98.33019361585754,37.13577762524777,56.90245012083905,46.110494707281184,396.7211209634639,0.0,1,1,burst_hotspot
179,98.16255730891454,54.177428952824144,22.331051327310927,30.348408849384363,358.820636084024,1.0,1,1,burst_hotspot
180,105.03594333904526,61.411472183701676,93.08360821354962,41.019282578048085,371.42073633549103,1.0,1,1,burst_hotspot
181,117.08894248825385,33.13089220461484,53.13951153844311,15.636691162430704,348.2832158805195,0.0,1,1,burst_hotspot
182,89.05807763824552,56.06291551391534,17.498546270974654,11.328042285711039,242.89909232441553,0.0,1,1,burst_hotspot
183,76.75662505711891,61.37261541046469,6.635088789158442,32.88465904708694,229.4400860184908,1.0,1,1,burst_hotspot
184,93.67035933267758,34.73021035363952,43.96959741446426,13.094428615703386,370.8864368300077,1.0,1,1,burst_hotspot
185,96.12190431785523,53.41997190012311,27.876060385832623,11.669835639207044,333.96393232909156,0.0,1,1,burst_hotspot
186,76.25343645823213,39.26324284173299,25.405626411606328,49.014764066555614,344.30110997285476,2.0,1,1,burst_hotspot
187,70.31267597585489,57.60747435845538,72.24687607705751,53.13809023753435,370.4597061918537,1.0,1,1,burst_hotspot
188,95.50292889716768,33.816287154265716,48.265064446379135,32.20796114156244,416.34080790334656,1.0,1,1,burst_hotspot
189,80.86180452065526,66.84753713727193,28.63719865848207,23.178825691066727,247.2599444358156,0.0,1,1,burst_hotspot
190,104.80449588467539,63.36435520328281,47.63674710347009,48.17068640104231,340.0842569765934,0.0,1,1,burst_hotspot
191,59.613069774795804,42.19130157052803,27.299186503019527,6.052642156312132,247.6358329654215,1.0,1,1,burst_hotspot
192,68.65337410489398,47.08769089876433,82.94679913424179,27.64005674088905,330.87408754083845,0.0,1,1,burst_hotspot
193,70.25542596443807,56.082700548803736,12.130036489959343,20.695239151052867,288.3638138078511,0.0,1,1,burst_hotspot
194,65.81890468541106,65.60908132120146,60.82249359075998,43.39222708516118,354.1435383603526,1.0,1,1,burst_hotspot
195,62.91682365198653,48.11350351670515,65.14824306657435,48.71116058840624,370.06240850843125,0.0,1,1,burst_hotspot
196,93.55207485387587,46.3269401237709,20.453525959797478,40.179671871799606,270.61758087342986,0.0,1,1,burst_hotspot
197,93.4993874039121,34.4684715060252,32.89481394909761,15.124881638207857,311.6231474592391,0.0,1,1,burst_hotspot
198,65.9182909923508,71.7461935318418,41.40438353075352,27.148223410997094,254.89199795619862,0.0,1,1,burst_hotspot
199,87.84866340228116,48.01575111591887,76.58572319878036,20.537740335126347,406.88366408078366,0.0,1,1,burst_hotspot
200,59.30316132063569,67.01824664612084,47.390871316688205,49.29347643708506,173.44308911884153,1.0,0,0,normal
201,58.2310593717001,52.80688496882332,52.629692321498034,11.883640873756416,93.69226122603393,0.0,0,0,normal
202,39.58531428686649,67.5625563626809,69.74481587538968,5.681640205779,132.98824325251985,0.0,0,0,normal
203,22.174084113296857,39.85553485221489,70.01104013122983,35.1733703852642,90.27616911014678,0.0,0,0,normal
204,13.944929855426993,36.29821550728242,35.824146123359185,29.76928676903943,103.33761472110024,0.0,0,0,normal
205,29.743720454320112,69.02174366729957,44.6721019735901,43.58283268728804,136.3845834324975,1.0,0,0,normal
206,22.31148077848474,66.20272871825026,60.79302785525524,5.203604523696675,48.35971435551523,0.0,0,0,normal
207,47.80194481786626,44.879195122265685,26.406217909322976,35.343974625316406,72.59773889179351,1.0,0,0,normal
208,19.512476788967337,44.84451381732678,79.74469511283948,11.04738968637264,83.812825095421,0.0,0,0,normal
209,38.25029943158429,47.31829020537846,15.37911193472221,5.121036847071167,178.5512530119181,0.0,0,0,normal
210,49.415005806926786,45.367043978246535,32.993061662012614,28.130759850520263,99.73614056224622,0.0,0,0,normal
211,45.76450275997185,46.67209877765392,68.64954758246819,20.971935663905825,80.1270118802693,0.0,0,0,normal
212,30.720913901370363,66.20458360703788,35.36640185103752,27.541643907879937,145.74807573782323,1.0,0,0,normal
213,47.94802511066236,36.82634776588194,15.933711382799922,7.046215217464789,192.3069240200108,0.0,0,0,normal
214,53.105028105174306,57.186231999908344,24.214410098977634,6.979752821458556,121.20795020379158,0.0,0,0,normal
215,47.43351337021427,33.606523590970276,48.30627168957751,40.31565383024916,83.1579368446146,0.0,0,0,normal
216,28.853741720721757,34.270054358986634,62.11002374994374,20.494072305835765,141.77995176146257,0.0,0,0,normal
217,25.992597439541015,58.89860846825277,12.79338528535537,30.305963306083385,110.46613053158427,0.0,0,0,normal
218,52.686952043948516,46.68047795826,11.283968047627283,42.115689062357205,148.79052034377614,0.0,0,0,normal
219,35.73333693467287,55.378794788888065,46.13764677291335,12.890997557598341,80.73866753060926,1.0,0,0,normal
220,34.59940263949266,35.88216941725785,80.80121972566866,39.99341969506363,22.15882315281551,0.0,0,0,normal
221,43.100223335959726,66.4708768043028,27.14777534719762,17.634166836685377,79.72250908916817,0.0,0,0,normal
222,47.060616920765625,59.191649726681774,81.06515534994469,25.31336559492836,141.2176439840432,0.0,0,0,normal
223,65.467045844283,63.41256239753119,72.16020878520898,11.393031964848404,124.5344262214351,0.0,0,0,normal
224,36.607892159228435,33.013655597985625,13.72173519799604,46.187759680886856,97.40613018338104,0.0,0,0,normal
225,57.090720706882074,47.1240672222888,65.40315230622102,33.60291749026424,101.43488039663764,0.0,0,0,normal
226,25.12486690399803,47.929601671190426,65.61464302067158,24.912048280660144,147.2720182530387,1.0,0,0,normal
227,51.07809563382573,55.551902043007125,36.871732683566925,53.68103248144378,53.04910852201769,0.0,0,0,normal
228,54.340942870375514,43.13267861836946,41.42027721549447,25.859891846091138,157.07257839669586,0.0,0,0,normal
229,20.468896626740143,35.90065278417165,77.74176019989369,46.97439946621251,156.58105261608358,0.0,0,0,normal
230,23.057451437927902,40.62126701557119,62.1018825705886,32.55933342170852,90.54962997411917,0.0,0,0,normal
231,43.85924791958756,43.92623513922735,64.15343799854526,47.47978328935039,196.88575641023664,0.0,0,0,normal
232,55.57615228237672,47.128211148543684,73.21381904170318,47.78871588207296,213.94575533563992,1.0,0,0,normal
233,39.7165375962082,40.92471050524855,54.42425911587831,46.18294027502587,104.27946320254736,1.0,0,0,normal
234,56.54615234121226,42.78592487973526,67.15461268541442,10.654901587364037,51.66882066894471,0.0,0,0,normal
235,55.03034346241717,53.29192815368008,71.8282467456076,36.35826009388761,106.28308035702011,0.0,0,0,normal
236,39.46567723576728,42.21203405694946,34.11798349479161,44.81141487258342,68.17135315451992,0.0,0,0,normal
237,49.97328348846513,42.86417322823079,18.098521311587152,35.84563002764011,143.53011736892563,0.0,0,0,normal
238,19.206621512181474,54.24097715271365,34.268615758220136,12.155610461462109,185.29853457101947,1.0,0,0,normal
239,22.711411612978562,64.13969587928321,67.28290036605043,51.0325316696021,151.55739513115486,0.0,0,0,normal
240,50.85910608067369,42.25089142177271,34.40681751075551,15.172960415498265,104.09462597736162,0.0,0,0,normal
241,62.20421504211071,51.76248159982897,56.46098445434205,30.751549157147373,123.79659701097626,0.0,0,0,normal
242,31.70567396339957,67.68839795690452,5.0,28.11079034184167,59.677786127730585,0.0,0,0,normal
243,45.992819841581095,51.02228938392159,35.77106547058218,10.291402914649652,147.2696001599641,0.0,0,0,normal
244,43.50432295552474,63.52575056814382,45.424892666321725,35.65041849916461,68.60256087375492,0.0,0,0,normal
245,55.190731442296254,58.70574967183668,30.00569382644594,8.07134152191717,194.02684868133096,0.0,0,0,normal
246,42.500070368067604,31.113241376783325,75.0532096768993,37.49470043442618,195.4835190513488,1.0,0,0,normal
247,27.131029431270402,48.65771636744529,16.743128057734094,45.014531194777824,62.796175363121016,0.0,0,0,normal
248,30.695324628895843,55.63095329548305,70.7337536623049,21.199959617475567,130.6485927197264,0.0,0,0,normal
249,31.03780873501882,70.3660659680127,15.055866080564709,36.47565819097793,83.00111979061151,0.0,0,0,normal
250,38.328105911392534,52.760710094885944,74.25273585342583,11.899217294631315,168.52905388358053,0.0,0,0,normal
251,51.17318937290059,31.061078952829043,59.68534914593556,54.35360420740728,114.8296724332909,0.0,0,0,normal
252,44.71569800057851,53.12102971328309,30.55485948363614,46.01852582890228,87.31342006780037,0.0,0,0,normal
253,31.00083784723691,39.401821886210726,20.19278549269994,10.904328173305192,112.13697635789185,0.0,0,0,normal
254,35.89874956918795,60.07597724008431,15.962263506436638,50.57909276222754,50.51720389700738,0.0,0,0,normal
255,52.75950151734136,49.86107082589586,49.97573605644313,30.72145255488587,151.36045634841545,0.0,0,0,normal
256,57.07298583981705,63.70774217801088,62.21156928145879,24.677547268842257,75.2381298708566,0.0,0,0,normal
257,21.892535212946697,65.1408668382263,51.85098731997384,41.44778615294002,150.07404273071447,1.0,0,0,normal
